English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
This industry's non-energy CO2eq emissions.,Die nicht-energetischen CO2eq-Emissionen dieser Branche.,,,,,
Your relationship with {name}. Increase it by implementing projects they like. At 5 hearts or more they will join your coalition.,"Ihre Beziehung zu {name}. Steigern Sie sie, indem Sie Projekte umsetzen, die ihnen gefallen. Bei 5 oder mehr Herzen schließen sie sich deiner Koalition an.",,,,,
Improve your relationship with {name} to activate this ability.,"Verbessere deine Beziehung zu {name}, um diese Fähigkeit zu aktivieren.",,,,,
Because of resource availability this process can only make up to {maxPercent}% of production.{suggestion} ,Aufgrund der Ressourcenverfügbarkeit kann dieser Prozess nur bis zu {maxPercent}% der Produktion ausmachen. {sugestion},,,,,
This process can't produce this much because of feedstock or other limits. You should reallocate its points to other processes.,Dieser Prozess kann aufgrund von Rohstoffen oder anderen Einschränkungen nicht so viel produzieren. Sie sollten seine Punkte anderen Prozessen zuweisen.,,,,,
You should reallocate its points to other processes.,Sie sollten seine Punkte anderen Prozessen zuweisen.,,,,,
"{name} is opposed to this. If you ban it, your relationship will improve by +<img src='{icon}' />.","{name} ist dagegen. Wenn Sie es verbieten, verbessert sich Ihre Beziehung um +<img src='{icon}' />.",,,,,
"{name} is opposed to this. If you implement it, your relationship will worsen by -<img src='{icon}' />.","{name} ist dagegen. Wenn Sie es implementieren, verschlechtert sich Ihre Beziehung um -<img src='{icon}' />.",,,,,
"{name} supports this. If you implement it, your relationship will improve by +<img src='{icon}' />.","{name} unterstützt dies. Wenn du es implementieren, wird sich deine Beziehung um +<img src='{icon}' /> verbessern.",,,,,
Because of resource availability this process can only make up to {maxPercent}% of production.,Aufgrund der Ressourcenverfügbarkeit kann dieser Prozess nur bis zu {maxPercent}% der Produktion ausmachen. ,,,,,
There is currently no limit on this process' mix share.,Derzeit gibt es keine Begrenzung für den Mix-Anteil dieses Prozesses.,,,,,
This process currently produces {amount}<img src='{outputIcon}'> and {emissions}<img src='{emissionsIcon}'> per year.,Dieser Prozess erzeugt derzeit {amount}<img src='{outputIcon}'> und {emissions}<img src='{emissionsIcon}'> pro Jahr.,,,,,
This process currently makes up {mixPercent}% of {output} production.,Dieser Prozess macht derzeit {mixPercent} % der {output}-Produktion aus.,,,,,
"This feedstock is depleted, so this process is stopped. You should reallocate its points to other processes.","Dieser Rohstoff ist erschöpft, so dass dieser Prozess gestoppt wird. Sie sollten seine Punkte anderen Prozessen zuweisen.",,,,,
At current usage rates the estimated supply is expected to last {years} years.,"Bei den derzeitigen Nutzungsraten wird erwartet, dass das geschätzte Angebot {years} Jahre reicht.",,,,,
At current usage rates the estimated supply is expected to last indefinitely.,"Bei den derzeitigen Nutzungsraten wird erwartet, dass das geschätzte Angebot auf unbestimmte Zeit reichen wird.",,,,,
Land: They're not making anymore of it. You're using {percent}% of land.,Land: Sie machen nicht mehr daraus. Sie verbrauchen {percent} % des Landes.,,,,,
Emissions: A shroud around the earth. You're emitting {amount} gigatonnes per year.,Emissionen: Ein Leichentuch um die Erde. Sie emittieren {amount} Gigatonnen pro Jahr.,,,,,
Water: The giver of life. You're using {percent}% of water resources.,Wasser: Der Spender des Lebens. Sie verbrauchen {percent} % der Wasserressourcen.,,,,,
Energy: The fundamental mover. You're using {amount}TWh of energy.,Energie: Die treibende Kraft. Du verwendest {amount}TWh Energie.,,,,,
Biodiversity: The co-inhabitants of the planet. The current biodiversity threat index is {amount}.,Biodiversität: Die Mitbewohner*innen des Planeten. Der aktuelle Biodiversitäts-Bedrohungsindex beträgt {amount}.,,,,,
{points} {kind} points are allocated to this project,{points} {kind} Punkte werden für dieses Projekt vergeben,,,,,
This policy costs {remainingCost} political capital to implement.,Die Umsetzung dieser Richtlinie kostet {remainingCost} politisches Kapital.,,,,,
This will take about {remainingCost} to finish. Allocate more {kind} points to accelerate its progress.,"Dies dauert ungefähr {remainingCost}, um abgeschlossen zu werden. Verteile mehr {art}-Punkte, um diesen Fortschritt zu beschleunigen.",,,,,
This region's current temperature range.,Der aktuelle Temperaturbereich dieser Region.,,,,,
This region's current precipitation range.,Das aktuelle Niederschlagsspektrum dieser Region.,,,,,
This region has {incomeName} living standards. Higher living standards mean higher material footprints.,Diese Region hat einen {incomeName} Lebensstandard. Ein höherer Lebensstandard bedeutet einen höheren materiellen Fußabdruck.,,,,,
This region's habitability.,Die Bewohnbarkeit dieser Region.,,,,,
This region's contentedness.,Die Zufriedenheit dieser Region.,,,,,
This region's per-capita demand level for {output}. The total regions's demand is {demand}<img src='{icon}' />. This makes up {percent} of total demand for {output}.,This region's per-capita demand level for {output}. The total regions's demand is {demand}<img src='{icon}' />. This makes up {percent} of total demand for {output}.,,,,,
The factors behind this event.↓,"Die Faktoren, die hinter dieser Veranstaltung stehen.↓",,,,,
"Current annual emissions, in gigatonnes of CO2 equivalent.",Aktuelle jährliche Emissionen in Gigatonnen CO2-Äquivalent.,,,,,
The estimated value after production changes have finished.,Der Schätzwert nach Abschluss der Produktionsänderungen.,,,,,
Current land use.,Aktuelle Landnutzung.,,,,,
Current energy use.,Aktueller Energieverbrauch.,,,,,
Current water demand.,Aktueller Wasserbedarf.,,,,,
Average sea levels have risen by {rise}m and are rising at a rate of {rate}mm per year.,Der durchschnittliche Meeresspiegel ist um {rise}m gestiegen und steigt mit einer Rate von {rate}mm pro Jahr.,,,,,
"The current biodiversity pressure. High land use and other factors increase this, and with it, the risk of ecological collapse.","Die derzeitige Biodiversitätsbelastung. Hohe Landnutzung und andere Faktoren erhöhen diese Belastung und damit auch das Risiko eines ökologischen Zusammenbruchs.



",,,,,
How many seats your coalition has. Draw parties to your coalition by implementing projects they support.,"Wie viele Sitze hat Ihre Koalition? Ziehen Sie Parteien in Ihre Koalition, indem Sie Projekte umsetzen, die sie unterstützen.",,,,,
Add some cards to get started,"Fügen Sie einige Karten hinzu, um loszulegen",,,,,
There is not enough {resources}. You should change your production mixes to use less of these or reduce demand elsewhere.,"Es gibt nicht genügend {Ressourcen}. Sie sollten Ihre Produktionsmischungen ändern, um weniger davon zu verwenden oder die Nachfrage an anderer Stelle zu reduzieren.",,,,,
mild,leicht,,,,,
alarming,alarmierend,,,,,
severe,gravierend ,,,,,
critical,kritisch,,,,,
There are multiple production shortages:,Es gibt mehrere Produktionsengpässe:,,,,,
There is a mild production shortage,Es besteht ein leichter Produktionsmangel,,,,,
There is a alarming production shortage,Es herrscht ein alarmierender Produktionsmangel,,,,,
There is a severe production shortage,Es herrscht ein gravierender Produktionsengpass,,,,,
There is a critical production shortage,Es besteht ein kritischer Produktionsengpass,,,,,
Under current plan,Nach derzeitigem Plan,,,,,
Drag a card up to assign leftover production,"Ziehen Sie eine Karte nach oben, um die Restproduktion zuzuweisen",,,,,
One production point represents 5% of an entire production sector's productive capacity.,Ein Produktionspunkt entspricht 5 % der Produktionskapazität eines gesamten Produktionssektors.,,,,,
These changes will take {changesTime} planning cycle{ext} to take effect.,"Diese Änderungen benötigen den {changesTime}-Planungszyklus{ext}, um wirksam zu werden.",,,,,
Global demand for {output}.,Weltweite Nachfrage nach {output}.,,,,,
"Current annual emissions, in gigatonnes of CO2 equivalent.",Aktuelle jährliche Emissionen in Gigatonnen CO2-Äquivalent.,,,,,
↑ Swipe this card up and hold to add it to your plan ↑,"↑ Swipe diese Karte nach oben und halte sie gedrückt, um sie zu deinem Plan hinzuzufügen ↑",,,,,
⟵ Swipe sideways to see other projects ⟶ ,"⟵ Swipe zur Seite, um andere Projekte anzuzeigen ⟶",,,,,
This region's progress to the next income level.,Der Aufstieg dieser Region in die nächste Einkommensstufe.,,,,,
This region's habitability. Natural disasters and hotter temperatures lower habitability.,Die Bewohnbarkeit dieser Region. Naturkatastrophen und heißere Temperaturen verringern die Bewohnbarkeit.,,,,,
This region's contentedness.,Die Zufriedenheit dieser Region.,,,,,
This region has {incomeName} living standards. Higher living standards mean higher material footprints.,Diese Region hat einen {incomeName} Lebensstandard. Ein höherer Lebensstandard bedeutet einen höheren materiellen Fußabdruck.,,,,,
This region's per-capita demand level for {output}. The total regions's demand is {demand}. This makes up {demandPercent} of total demand for {output}.,Das Pro-Kopf-Nachfrageniveau dieser Region für {output}. Der Gesamtbedarf der Region ist {demand}. Dies macht {demandPercent} des Gesamtbedarfs für {output} aus.,,,,,
"The current global temperature anomaly. <strong>Increased warming</strong> will damage your political capital. <b class=""tip-goal"">Your goal is to get this below 1°C.</b>","Die aktuelle globale Temperaturanomalie. Eine <strong>verstärkte Erwärmung</strong> schadet Ihrem politischen Kapital. <b class=""tip-goal"">Dein Ziel ist es, dies unter 1 °C zu bringen.</b>",,,,,
"The current biodiversity pressure. <strong>Increased biodiversity pressure</strong> will cost you political capital. <b class=""tip-goal"">Your goal is to get this to below 20.</b>","Der aktuelle Druck auf die biologische Vielfalt. <strong>Ein erhöhter Druck</strong> auf die Artenvielfalt wird dich politisches Kapital kosten. <b class=""tip-goal"">Dein Ziel ist es, diesen Wert auf unter 20 zu bringen.</b>",,,,,
"How people around the world feel about the state of things. <strong>Increasing or maintaining contentedness</strong> will gain you political capital. <b class=""tip-warn"">If this goes below 0 you will be removed from power.</b>","Wie Menschen auf der ganzen Welt über den Stand der Dinge denken. Wenn du die Zufriedenheit <strong>steigerst oder aufrechterhalten</strong>, gewinnst du politisches Kapital. <b class=""tip-warn"">Wenn dieser Wert unter 0 fällt, wirst du von der Stromversorgung getrennt.</b>",,,,,
"Current annual emissions, in gigatonnes of CO2 equivalent. <strong>Reducing emissions</strong> will gain you political capital. <b class=""tip-goal"">Your goal is to get this to below 0.</b>","Aktuelle jährliche Emissionen in Gigatonnen CO2-Äquivalent. Durch die <strong> Reduzierung von Emissionen</strong> gewinnst du politisches Kapital. <b class=""tip-goal"">Dein Ziel ist es, diesen Wert unter 0 zu bringen.</b>",,,,,
"How much political capital you have. Political capital is what you spend to implement your plans. <b class=""tip-warn"">If you run out you'll be pushed out of government.</b>","Wie viel politisches Kapital Sie haben. Politisches Kapital ist das, was Sie ausgeben, um Ihre Pläne umzusetzen. <b class=""tip-warn"">Wenn du keine mehr hast, wirst du aus der Regierung gedrängt.</b>",,,,,
"The current global temperature anomaly is +{anomaly}°C. The higher this is, the more unpredictable the climate becomes. <b class=""tip-goal"">Your goal is to get this below 1°C.</b>","Die aktuelle globale Temperaturanomalie ist +{anomaly}°C. Je höher dieser ist, desto unberechenbarer wird das Klima. <b class=""tip-goal"">Dein Ziel ist es, dies unter 1 °C zu bringen. </b>",,,,,
"The current biodiversity pressure. High land use and other factors increase this, and with it, the risk of ecological collapse. <b class=""tip-goal"">Your goal is to get this to below 20.</b>","Der aktuelle Druck auf die biologische Vielfalt. Eine hohe Landnutzung und andere Faktoren erhöhen dies und damit das Risiko eines ökologischen Kollapses. <b class=""tip-goal""> Dein Ziel ist es, diesen Wert auf unter 20 zu bringen. </b>",,,,,
