English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
This event is influenced by how much food production uses pesticides.,Este evento é influenciado pelo quantoa a produção de alimentos utiliza pesticidas.,,,,,
This event is influenced by how much food production uses livestock.,Este evento é influenciado pelo quanto a produção de alimentos utiliza gado.,,,,,
This event is influenced by how much energy production is intermittent.,Este evento é influenciado pelo quanto a produção de energia é intermitente.,,,,,
This event is influenced by the demand for animal calories.,Este evento é influenciado pela demanda por calorias animais.,,,,,
This event is influenced by the demand for plant calories.,Este evento é influenciado pela demanda por calorias vegetais.,,,,,
This event is influenced by the demand for electricity.,Este evento é influenciado pela demanda de energia elétrica.,,,,,
This event is influenced by the demand for fuel.,Este evento é influenciado pela demanda por combustível.,,,,,
active,ativo,,,,,
inactive,inativo,,,,,
being built,em construção,,,,,
"This event can occur if ""{name}"" is {label}.","Este evento pode ocorrer se ""{name}"" for {label}",,,,,
This event is influenced by the output of {name}.,Este evento é influenciado pelo resultado de {name}.,,,,,
This event is influenced by the mix share of {name}.,Este evento é influenciado pela composição de {name}.,,,,,
This event can occur if {name} is your {relType}.,Este evento pode ocorrer se {name} for seu {relType}.,,,,,
Effects,0,,0,0,,Y
an unknown amount,uma quantidade desconhecida,,,,,
That's a {percent}% change.,Esta é uma mudança de {percent}%.,,,,,
"Fuel demand will change from <img src=""{iconFuel}"">{prevDemandFuel} to <img src=""{iconFuel}"">{nextDemandFuel} and electricity demand will change from <img src=""{iconElec}"">{prevDemandElec} to <img src=""{iconElec}"">{nextDemandElec}.","A demanda por combustível mudará de <img src=""{iconFuel}"">{prevDemandFuel} para <img src=""{iconFuel}"">{nextDemandFuel} e a demanda por eletricidade mudará de <img src=""{ iconElec}"">{prevDemandElec} para <img src=""{iconElec}"">{nextDemandElec}.",,,,,
"Animal calorie demand will change from <img src=""{iconACals}"">{prevDemandACals} to <img src=""{iconACals}"">{nextDemandACals} and plant calorie demand will change from <img src=""{iconPCals}"">{prevDemandPCals} to <img src=""{iconPCals}"">{nextDemandPCals}.","A demanda calórica animal mudará de <img src=""{iconACals}"">{prevDemandACals} para <img src=""{iconACals}"">{nextDemandACals} e a demanda calórica vegetal mudará de <img src=""{iconPCals}"">{prevDemandPCals} para <img src=""{iconPCals}"">{nextDemandPCals}.",,,,,
Migrations will have less of an impact when they occur. But there might be other consequences.,As migrações terão menos impacto quando ocorrerem. Mas pode haver outras consequências.,,,,,
"Research points are 1<img src=""{iconPC}""> cheaper.","Os pontos de investigação são 1<img src=""{iconPC}""> mais baratos.",,,,,
Stops regional development throughout the world.,Congela o desenvolvimento regional no mundo todo.,,,,,
Accelerates regional development throughout the world.,Acelera o desenvolvimento regional no mundo todo.,,,,,
Contract the economies of the wealthiest regions.,Freia as economias das regiões mais ricas.,,,,,
Prevents or stops metal shortages.,Previne ou interrompe a escassez de metal.,,,,,
A parliamentary majority is no longer required for any project.,Uma maioria parlamentar não é mais necessária para aprovar projetos.,,,,,
Research and infrastructure take 10% less time to complete.,Investigação e infraestrutura demoram 10% menos tempo para serem concluídas.,,,,,
Research and infrastructure take 10% more time to complete.,Investigação e infraestrutura demoram 10% mais tempo para serem concluídas.,,,,,
Restoration projects take 10% less time to complete.,Os projetos de restauração demoram 10% menos tempo para serem concluídos.,,,,,
Research and infrastructure take 5% more time to complete.,Investigação e infraestrutura demoram 5% mais tempo para serem concluídas.,,,,,
Research points are cheaper.,Os pontos de investigação são mais baratos.,,,,,
Limits cross-region migration.,Limita a migração entre regiões.,,,,,
Encountered extraterrestrials,Extraterrestres avistados,,,,,
A parliamentary majority is no longer required for any project.,Uma maioria parlamentar não é mais necessária para aprovar projetos.,,,,,
80% of fuel demand becomes electricity demand.,80% da demanda por combustível torna-se demanda por eletricidade.,,,,,
90% of animal calorie demand is met with plant calories.,90% da demanda calórica animal é satisfeita com calorias vegetais.,,,,,
You've been bailed out once,"Safaste-te, desta vez",,,,,
Underdeveloped regions develop more quickly.,Regiões subdesenvolvidas desenvolvem-se mais rápido.,,,,,
Wealthy regions income levels and consumption will decline.,Os níveis de renda e consumo das regiões ricas diminuirão.,,,,,
Infrastructure projects take 20% longer to finish.,Projetos de infraestrutura demoram 20% mais tempo para serem concluídos.,,,,,
Projects take less time to complete.,Os projetos demoram menos tempo para serem concluídos.,,,,,
Projects take longer to complete.,Os projetos demoram mais para serem concluídos.,,,,,
Projects take more time to complete.,Os projetos demoram mais tempo para serem concluídos.,,,,,
Stops or prevents metals shortages.,Interrompe ou previne a escassez de metais.,,,,,
Projects take less time to complete.,,,,,,
75% of animal calorie demand is met with plant calories.,75% da demanda calórica animal é satisfeita com calorias vegetais.,,,,,
Stops regional development throughout the world.,Para desenvolvimento regional pelo mundo todo.,,,,,
Projects take longer to complete.,Os projetos demoram mais tempo para serem concluídos.,,,,,
Restoration projects take less time to complete.,Os projetos de restauração demoram menos tempo para serem concluídos.,,,,,
"Current world contentedness is {contentedness}<span class=""type-total"">/{maxContentedness}</span>.","A aprovação atual no mundo é {contentedness}<span class=""type-total"">/{maxContentedness}</span>.",,,,,
Reduces,Reduz,,,,,
Increases,Aumenta,,,,,
{changeDir} world contentedness by {amount}.,{changeDir} aprovação mundial em {amount}.,,,,,
This will directly change annual emissions by {amount}.{percent},Isto alterará diretamente as emissões anuais em {amount}.{percent},,,,,
{changeDir} emissions by {amount}.,{changeDir} emissões em {amount}.,,,,,
"Current biodiversity pressure is {amount}<span class=""type-total"">/{maxAmount}</span>.","A pressão atual sobre a biodiversidade é {amount}<span class=""type-total"">/{maxAmount}</span>.",,,,,
{changeDir} biodiversity pressure by {amount}.,{changeDir} a pressão sobre a biodiversidade em {amount}.,,,,,
This will directly change the global temperature anomaly by {amount}<strong>°c</strong>.,Isto alterará diretamente a anomalia de temperatura global em {amount} <strong>°c</strong>,,,,,
{changeDir} the global temperature by {amount}<strong>°c</strong>.,{changeDir} a temperatura global em {amount}<strong>°c</strong>.,,,,,
This will directly change global precipitation by {amount}<strong>cm/yr</strong>.,Isto mudará diretamente a precipitação global em {amount}<strong>cm/ano</strong>.,,,,,
{changeDir} global precipitation by {amount}<strong>cm/yr</strong>.,{changeDir} a precipitação global em {amount}<strong>cm/ano</strong>.,,,,,
The number of people on the planet.,O número de pessoas no planeta.,,,,,
{changeDir} global population growth by {amount}<strong>%.</strong>,{changeDir} o crescimento da população global em {amount}<strong>%.</strong>,,,,,
{changeDir} global population by {amount}.,{changeDir} a população global em {amount}.,,,,,
The amount of sea level rise is currently {amount}m.,A quantidade de aumento do nível do mar é atualmente {amount}m.,,,,,
{changeDir} the rate of sea level rise by {amount}mm/year.,{changeDir} a taxa de aumento do nível do mar em {amount}mm/ano.,,,,,
Research points: Allocate them to research projects!,Pontos de investigação: Desloca-os para projetos de investigação!,,,,,
Possible,Possível,,,,,
{random}+{amount} research points.,{random}+{amount} pontos de investigação.,,,,,
{changeDir} maximum output for {process} by <strong>{amount}</strong>,{changeDir} a produção máxima de {process} em <strong>{amount}</strong>,,,,,
Lower habitability means unhappier people who may need to migrate to more hospitable locales.,Baixa habitabilidade cria pessoas mais infelizes que poderão migrar para locais mais hospitaleiros.,,,,,
{changeDir} habitability in {type} regions by {amount}.,{changeDir} habitabilidade nas regiões {type} em {amount}.,,,,,
"{changeDir} {name} supply by <img src=""{icon}"">{amount} ({percent}% of current supply).","{changeDir} o fornecimento de {name} em <img src=""{icon}"">{amount} ({percent}% do fornecimento atual).",,,,,
[{icon}] {changeDir} {name} supply by [{icon}]{amount}.,[{icon}] {changeDir} o fornecimento de {name} em [{icon}]{amount}.,,,,,
"Global {name} output will change from <img src=""{icon}"">{base} to <img src=""{icon}"">{changed} with no change in impacts.","A produção global de {name} mudará de <img src=""{icon}"">{base} para <img src=""{icon}"">{changed} sem alteração nos impactos.
",,,,,
[{icon}] {changeDir} all {name} production by <strong>{percent}%.</strong>,[{icon}] {changeDir} a produção de {name} em <strong>{percent}%.</strong>,,,,,
Changes the output for this process by {percent}% with no change in impacts.,Altera a produção deste processo em {percent}% sem alteração nos impactos.,,,,,
[{icon}] {changeDir} {tag} output by <strong>{percent}%.</strong>,[{icon}] {changeDir} a produção de {tag} em <strong>{percent}%.</strong>,,,,,
Changes the output for these processes by {percent}% without changing their impacts.,Altera a produção destes processos em {percent}% sem alterar os seus impactos.,,,,,
"{changeDir} output for <span><img class=""effect-feature"" src=""{icon}"" /><strong>{feature}</strong></span> by <strong>{percent}%.</strong>","{changeDir} a produção de <span><img class=""effect-feature"" src=""{icon}"" / ><strong>{feature}</strong> em <strong>{percent}%.</strong>",,,,,
{changeDir} the CO2 emissions for these processes by <strong>{percent}%.</strong>,{changeDir} emissões de CO2 para esses processos em <strong>{percent}%.</strong>,,,,,
"{changeDir} CO2 emissions for <span><img class=""effect-feature"" src=""{icon}"" />{feature}</span> by <strong>{percent}%.</strong>","{changeDir} emissões de CO2 para <span><img class=""effect-feature"" src=""{icon}"" / >{feature} em <strong>{percent}%.</strong>",,,,,
Changes the biodiversity pressure for these processes by <strong>{amount}.</strong>,Altera a pressão sobre a biodiversidade para estes processos em <strong>{amount}.</strong>,,,,I might need to check this one in-game; it sounds a bit weird.,
"{changeDir} biodiversity pressure for <span><img class=""effect-feature"" src=""{icon}"" />{feature}</span> by <strong>{amount}.</strong>","{changeDir} a pressão sobre a biodiversidade de <span><img class=""effect-feature"" src=""{icon}"" />{feature} em <strong>{amount}.</strong>""",,,,,
"This changes {name} demand from <img src=""{icon}"">{currentDemand} to <img src=""{icon}"">{afterDemand}.","Isto altera a demanda de {name} de <img src=""{icon}"">{currentDemand} para <img src=""{icon}"">{afterDemand}.",,,,,
[{icon}] {changeDir} demand for {name} by <strong>{percent}%</strong>.,[{icon}] {changeDir} demanda por {name} em <strong>{percent}%</strong>,,,,,
"This changes {name} demand from <img src=""{icon}"">{currentDemand} to <img src=""{icon}"">{afterDemand}. This is a {percent}% change of all {name} demand.","Isto altera a demanda de {name} de <img src=""{icon}"">{currentDemand} para <img src=""{icon}"">{afterDemand}. Esta é uma alteração de {percent}% em todas as demandas de {nome}.",,,,,
"[{type}] {changeDir} demand for {name} by <img src=""{icon}"">{amount}.","[{type}] {changeDir} demanda por {name} em <img src=""{icon}"">{amount}.",,,,,
Will reduce,Reduzirá,,,,,
Won't reduce,Não reduzirá,,,,,
Tiny chance to reduce,Minúscula chance de reduzir,,,,,
Small chance to reduce,Pequena chance de reduzir,,,,,
