English,機械翻訳/machine translation,こんな翻訳もありかも？,Translation,要確認：Yを入力,コメント / comments,Section,,他の翻訳案 / alternative suggestions
Lower habitability means unhappier people who may need to migrate to more hospitable locales.,居住性が低下すると、人々はより不幸になり、より快適な場所に移住する必要があるかもしれません。,,居住性が低いということは、不幸な人々がより快適な場所に移住必要があるかもしれないということである。,,,,,
{changeDir} habitability in {type} regions by {amount}.,{タイプ}の地域の居住性を{金額}で{変更}する。,,{type}地域の居住性は、{amount}{changeDir} 。,,,,,
"{changeDir} {name} supply by <img src=""{icon}"">{amount} ({percent}% of current supply).","{changeDir}{name} の供給量を <img src=""{icon}"">{amount} (現在の供給量の {percent}%) で指定します。",,"{name}の供給量は、<img src=""{icon}"">{amount}{changeDir}。（現在の供給量の{percent}% ）",,,,,
[{icon}] {changeDir} {name} supply by [{icon}]{amount}.,[icon}] {changeDir}で供給する。{icon}]{amount}で{name}供給。,,[{icon}] {name} の供給は、[{icon}]{amount}{changeDir} 。,,,,,
"Global {name} output will change from <img src=""{icon}"">{base} to <img src=""{icon}"">{changed} with no change in impacts.","グローバル {name} の出力が <img src=""{icon}"">{base} から <img src=""{icon}"">{changed} に変わり、影響に変化はありません。",,"影響を与えることなく、世界の{name}の生産量が、 <img src=""{icon}"">{base}から<img src=""{icon}"">に{changed}。",,,,,
[{icon}] {changeDir} all {name} production by <strong>{percent}%.</strong>,[{icon}] {changeDir}すべての{name}の制作を<strong>{percent}%.</strong>で行います。,,[{icon}]すべての {name} の生産量が <strong>{percent}%.</strong>{changeDir} 。,,,,,
Changes the output for this process by {percent}% with no change in impacts.,このプロセスの出力を{percent}%変更しますが、影響は変更されません。,,影響をあたえることなく、この生産量が{percent}%変化する。,,,,,
[{icon}] {changeDir} {tag} output by <strong>{percent}%.</strong>,[{icon}] {changeDir} です。{tag} は <strong>{percent}%.</strong> によって出力されます。,,[{icon}] {tag}の生産量が、<strong>{percent}%.</strong> {changeDir}。,,,,,
Changes the output for these processes by {percent}% without changing their impacts.,これらのプロセスの影響を変えることなく、出力を{percent}%変更します。,,影響を与えることなく、この方法の生産量が{percent}%変化する。,,,,,
"{changeDir} output for <span><img class=""effect-feature"" src=""{icon}"" /><strong>{feature}</strong></span> by <strong>{percent}%.</strong>","<span><img class=""effect-feature"" src=""{icon}"" の {changeDir} 出力。/><strong>{feature}</strong></span>を<strong>{percent}%.</strong>で指定します。",,"<span><img class=""effect-feature"" src=""{icon}"" /><strong>{feature}</strong></span>の生産量が、<strong>{percent}%</strong>に{changeDir}。",,,,,
{changeDir} the CO2 emissions for these processes by <strong>{percent}%.</strong>,{changeDir}これらのプロセスのCO2排出量を<strong>{percent}%.</strong>変更します。,,この過程で排出されるCO2は、<strong>{percent}%</strong>{changeDir}。,,,,,
"{changeDir} CO2 emissions for <span><img class=""effect-feature"" src=""{icon}"" />{feature}</span> by <strong>{percent}%.</strong>","{changeDir}のCO2排出量を<span><img class=""effect-feature"" src=""{icon}""/>{feature}</span>のCO2排出量を<strong>{percent}%.</strong>で指定します。",,"<span><img class=""effect-feature"" src=""{icon}"" />{feature}</span> のCO2 排出量は、<strong>{percent}%</strong>{changeDir}",,,,,
Changes the biodiversity pressure for these processes by <strong>{amount}.</strong>,これらのプロセスの生物多様性圧力を<strong>{amount}.</strong>で変更します。,,この政策により、生物多様性に対する負荷が<strong>{amount}</strong>に変化する。,,,,,
"{changeDir} biodiversity pressure for <span><img class=""effect-feature"" src=""{icon}"" />{feature}</span> by <strong>{amount}.</strong>","<span><img class=""effect-feature"" src=""{icon}"" />{feature}</span> の生物多様性圧力に変更しました。/>{feature}</span>を<strong>{amount}.</strong>で指定します。",,"<span><img class=""effect-feature"" src=""{icon}"" />{feature}</span>の生物多様性に対する負荷が<strong>{amount}.</strong> {changeDir}。",,,,,
"This changes {name} demand from <img src=""{icon}"">{currentDemand} to <img src=""{icon}"">{afterDemand}.","これにより、{name}の需要が<img src=""{icon}"">{currentDemand} から <img src=""{icon}"">{afterDemand} に変更されます。",,"これにより、{name}の需要が<img src=""{icon}"">{currentDemand} から <img src=""{icon}"">{afterDemand} に変化する。",,,,,
[{icon}] {changeDir} demand for {name} by <strong>{percent}%</strong>.,[icon}] {changeDir}の{name}に対する需要を<strong>{percent}%</strong>で変更しました。,,{name}における<strong>{percent}%</strong>[{icon}] {changeDir}。,,,,,
"This changes {name} demand from <img src=""{icon}"">{currentDemand} to <img src=""{icon}"">{afterDemand}. This is a {percent}% change of all {name} demand.","これは{name}の需要を<img src=""{icon}"">{currentDemand}から<img src=""{icon}"">{afterDemand}に変更します。 これは{name}全体の需要に対して{%}の変化です。",,"これにより、{name} の需要が <img src=""{icon}"">{currentDemand} から <img src=""{icon}"">{afterDemand} に変化する。 これはすべての {name} の需要の {percent}% にあたる変化である。",,,,,
"[{type}] {changeDir} demand for {name} by <img src=""{icon}"">{amount}.","[type}] {changeDir}は{name}に対して<img src=""{icon}"">{amount}で要求しています。",,"[{type}] {name} の需要が <img src=""{icon}"">{amount} {changeDir}",,,,,
