English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
This event is influenced by the demand for electricity.,Este evento está influenciado por la demanda eléctrica,,,,,
This event is influenced by the demand for fuel.,"
Este evento está influenciado por la demanda de combustible.",,,,,
active,activo,,,,,
inactive,inactivo,,,,,
being built,En proceso de construcción,,,,,
"This event can occur if ""{name}"" is {label}.","Este evento puede ocurrir si ""{name}"" es {label}.",,,,,
This event is influenced by the output of {name}.,Este evento está influenciado por el output de {name}.,producción?,,,,
This event is influenced by the mix share of {name}.,Este evento está influenciado por el mix en la producción de {name}.,mix share,,,,
This event can occur if {name} is your {relType}.,Este evento puede ocurrir si {name} es tu {relType}.,,,,,
Effects,0,,124,0,,Y
an unknown amount,una cantidad desconocida,,Y,,,
That's a {percent}% change.,Eso es un {percent}% de cambio.,,Y,,,
"Fuel demand will change from <img src=""{iconFuel}"">{prevDemandFuel} to <img src=""{iconFuel}"">{nextDemandFuel} and electricity demand will change from <img src=""{iconElec}"">{prevDemandElec} to <img src=""{iconElec}"">{nextDemandElec}.","La demanda de fuel cambiará de <img src=""{iconFuel}"">{prevDemandFuel} a <img src=""{iconFuel}"">{nextDemandFuel}  y la demanda de la electricidad cambiará de <img src=""{iconElec}"">{prevDemandElec} a <img src=""{iconElec}"">{prevDemandElec}.",,,,,
"Animal calorie demand will change from <img src=""{iconACals}"">{prevDemandACals} to <img src=""{iconACals}"">{nextDemandACals} and plant calorie demand will change from <img src=""{iconPCals}"">{prevDemandPCals} to <img src=""{iconPCals}"">{nextDemandPCals}.","La demanda calórica animal cambiará de <img src=""{iconACals}"">{prevDemandACals} a <img src=""{iconACals}"">{nextDemandACals} y la demanda calórica vegetal cambiará de <img src=""{iconPCals}"">{prevDemandPCals} a <img src=""{iconPCals}"">{prevDemandPCals}.",,,,,
Migrations will have less of an impact when they occur. But there might be other consequences.,Las migraciones tendrán un impacto menor cuando ocurran. Pero puede haber otras consecuencias.,,,,,
"Research points are 1<img src=""{iconPC}""> cheaper.","Los puntos de investigación son 1<img src=""{iconPC}""> más barato.",,,,,
Stops regional development throughout the world.,Detiene el desarrollo regional en todo el mundo.,,,,,
Accelerates regional development throughout the world.,Acelera el desarrollo regional en todo el mundo.,,,,,
Contract the economies of the wealthiest regions.,Contraer las economías de las regiones más ricas.,,,,,
Prevents or stops metal shortages.,Previene o detiene la escasez de metal.,,,,,
A parliamentary majority is no longer required for any project.,Ya no se requiere una mayoría parlamentaria para ningún proyecto.,,,,,
Research and infrastructure take 10% less time to complete.,La investigación y la infraestructura tardan un 10 % menos en completarse.,,,,,
Research and infrastructure take 10% more time to complete.,La investigación y la infraestructura tardan un 10 % más en completarse.,,,,,
Restoration projects take 10% less time to complete.,Los proyectos de restauración tardan un 10 % menos en completarse.,,,,,
Research and infrastructure take 5% more time to complete.,La investigación y la infraestructura tardan un 5 % más en completarse.,,,,,
Research points are cheaper.,Los puntos de investigación son más baratos.,,Y,,,
Limits cross-region migration.,Limita la migración entre regiones.,,Y,,,
Encountered extraterrestrials,Extraterrestres encontrados,,Y,,,
A parliamentary majority is no longer required for any project.,Ya no se requiere mayoría parlamentaria para ningún proyecto.,,Y,,,
80% of fuel demand becomes electricity demand.,El 80% de la demanda de combustible se convierte en demanda de electricidad.,,Y,,,
90% of animal calorie demand is met with plant calories.,El 90% de la demanda calórica animal se satisface con calorías vegetales.,,Y,,,
You've been bailed out once,Te han rescatado una vez,,Y,,,
Underdeveloped regions develop more quickly.,Las regiones subdesarrolladas se desarrollan más rápidamente.,,Y,,,
Wealthy regions income levels and consumption will decline.,Los niveles de ingresos y el consumo de las regiones ricas disminuirán.,,Y,,,
Infrastructure projects take 20% longer to finish.,Los proyectos de infraestructura tardan un 20% más en terminar.,,Y,,,
Projects take less time to complete.,Los proyectos tardan menos en completarse.,,Y,,,
Projects take longer to complete.,Los proyectos tardan más en completarse.,,Y,,,
Projects take more time to complete.,Los proyectos tardan más en completarse.,,Y,,,
Stops or prevents metals shortages.,Detiene o previene la escasez de metales.,,Y,,,
Projects take less time to complete.,Los proyectos tardan menos en completarse.,,Y,,,
75% of animal calorie demand is met with plant calories.,El 75% de la demanda calórica animal se cubre con calorías vegetales.,,Y,,,
Stops regional development throughout the world.,Detiene el desarrollo regional en todo el mundo.,,Y,,,
Projects take longer to complete.,Los proyectos tardan más en completarse.,,Y,,,
Restoration projects take less time to complete.,Los proyectos de restauración toman menos tiempo para completarse.,,Y,,,
"Current world contentedness is {contentedness}<span class=""type-total"">/{maxContentedness}</span>.","La satisfacción mundial actual es {contentedness}<span class=""type-total"">/{maxContentedness}</span>.",,,,,
Reduces,Reduce,,,,,
Increases,Incrementa,,,,,
{changeDir} world contentedness by {amount}.,{changeDir} satisfacción mundial por {amount}.,,,,,
This will directly change annual emissions by {amount}.{percent},Esto cambiará directamente las emisiones anuales por {amount}.{percent},,,,,
{changeDir} emissions by {amount}.,{changeDir} emisiones por {amount}.,,,,,
"Current biodiversity pressure is {amount}<span class=""type-total"">/{maxAmount}</span>.","La presión actual sobre la biodiversidad es {amount}<span class=""type-total"">/{maxAmount}</span>.",,,,,
{changeDir} biodiversity pressure by {amount}.,{changeDir} presión de la biodiversidad por {amount}.,,,,,
This will directly change the global temperature anomaly by {amount}<strong>°c</strong>.,Esto cambiará directamente la anomalía de temperatura global por {amount}<strong>°c</strong>.,,,,,
{changeDir} the global temperature by {amount}<strong>°c</strong>.,{changeDir} la temperatura global por {amount}<strong>°c</strong>.,,,,,
This will directly change global precipitation by {amount}<strong>cm/yr</strong>.,Esto cambiará directamente la precipitación global por {amount}<strong>cm/yr</strong>.,,,,,
{changeDir} global precipitation by {amount}<strong>cm/yr</strong>.,{changeDir} precipitación global por {amount}<strong>cm/yr</strong>.,,,,,
The number of people on the planet.,El número de personas en el planeta.,,,,,
{changeDir} global population growth by {amount}<strong>%.</strong>,{changeDir} crecimiento de la población mundial por {amount}<strong>%.</strong>,,,,,
{changeDir} global population by {amount}.,{changeDir} población mundial por {amount}.,,,,,
The amount of sea level rise is currently {amount}m.,La cantidad de aumento del nivel del mar es actualmente {amount}m.,,,,,
{changeDir} the rate of sea level rise by {amount}mm/year.,{changeDir} la tasa de aumento del nivel del mar en {amount}mm/año.,,Y,,,
Research points: Allocate them to research projects!,Puntos de investigación: ¡Asignarlos a proyectos de investigación!,,Y,,,
Possible,Posible,,,,,
{random}+{amount} research points.,{random}+{amount} puntos de investigación.,,Y,,,
{changeDir} maximum output for {process} by <strong>{amount}</strong>,{changeDir} salida máxima para {process} por <strong>{amount}</strong>,,Y,,,
Lower habitability means unhappier people who may need to migrate to more hospitable locales.,Una habitabilidad más baja significa personas más infelices que pueden necesitar migrar a lugares más hospitalarios.,,Y,,,
{changeDir} habitability in {type} regions by {amount}.,{changeDir} habitabilidad en regiones {type} por {cantidad}.,,Y,,,
"{changeDir} {name} supply by <img src=""{icon}"">{amount} ({percent}% of current supply).","{changeDir} el suministro de {name} en <img src=""{icon}"">{amount} ({percent}% del suministro actual).",,Y,,,
[{icon}] {changeDir} {name} supply by [{icon}]{amount}.,[{icon}] {changeDir} el suministro de {name} en [{icon}]{amount}.,,Y,,,
"Global {name} output will change from <img src=""{icon}"">{base} to <img src=""{icon}"">{changed} with no change in impacts.","La producción mundial de {name} cambiará de <img src=""{icon}"">{base} a <img src=""{icon}"">{changed} sin cambios en los impactos.",,Y,,,
[{icon}] {changeDir} all {name} production by <strong>{percent}%.</strong>,[{icon}] {changeDir} toda la producción de {name} en un <strong>{percent}%.</strong>,,Y,,,
Changes the output for this process by {percent}% with no change in impacts.,Cambia el resultado de este proceso en un {percent}% sin cambios en los impactos.,,Y,,,
[{icon}] {changeDir} {tag} output by <strong>{percent}%.</strong>,[{icon}] {changeDir} la producción de {tag} en <strong>{percent}%.</strong>,,Y,,,
Changes the output for these processes by {percent}% without changing their impacts.,Cambia la salida de estos procesos en un {percent}% sin cambiar sus impactos.,,Y,,,
"{changeDir} output for <span><img class=""effect-feature"" src=""{icon}"" /><strong>{feature}</strong></span> by <strong>{percent}%.</strong>","{changeDir} la producción de <span><img class=""effect-feature"" src=""{icon}"" /><strong>{feature}</strong></span> en un <strong>{percent}%.</strong>",,Y,,,
{changeDir} the CO2 emissions for these processes by <strong>{percent}%.</strong>,{changeDir} las emisiones de CO2 de estos procesos en <strong>{percent}%.</strong>,,Y,,,
"{changeDir} CO2 emissions for <span><img class=""effect-feature"" src=""{icon}"" />{feature}</span> by <strong>{percent}%.</strong>","{changeDir} las emisiones de CO2 de <span><img class=""effect-feature"" src=""{icon}"" />{feature}</span> en <strong>{percent}%.</strong>",,Y,,,
Changes the biodiversity pressure for these processes by <strong>{amount}.</strong>,Cambia la presión sobre la biodiversidad para estos procesos en <strong>{amount}.</strong>,,Y,,,
"{changeDir} biodiversity pressure for <span><img class=""effect-feature"" src=""{icon}"" />{feature}</span> by <strong>{amount}.</strong>","{changeDir} la presión sobre la biodiversidad para <span><img class=""effect-feature"" src=""{icon}"" />{feature}</span> en <strong>{amount}.</strong>",,Y,,,
"This changes {name} demand from <img src=""{icon}"">{currentDemand} to <img src=""{icon}"">{afterDemand}.","Esto cambia la demanda de {name} de <img src=""{icon}"">{currentDemand} a <img src=""{icon}"">{afterDemand}.",,Y,,,
[{icon}] {changeDir} demand for {name} by <strong>{percent}%</strong>.,[{icon}] {changeDir} la demanda de {name} en un <strong>{percent}%</strong>.,,Y,,,
"This changes {name} demand from <img src=""{icon}"">{currentDemand} to <img src=""{icon}"">{afterDemand}. This is a {percent}% change of all {name} demand.","Esto cambia la demanda de {name} de <img src=""{icon}"">{currentDemand} a <img src=""{icon}"">{afterDemand}. Este es un cambio del {percent}% de toda la demanda de {name}.",,Y,,,
